,m_construction_number,m_wetbrk_test_number,m_wetbrk_test_type,m_wetbrk_test_name,m_wetbrk_test_step_number,m_wetbrk_test_session_number,m_wet_brake_test_start_date,m_wet_brake_test_end_date,m_wet_brake_test_location,m_wet_brake_control_reference_flag,c_wet_brake_vehicle_manufacturer,c_wet_brake_driver_name,c_wet_brake_ambient_temp_0c,c_wet_brake_surface_temp_0c,c_wet_brake_humidity_level_pc,c_wet_brake_surface_type,c_wet_brake_surface_condition,c_wet_brake_surface_status,c_wet_brake_weather_condition,c_wet_brake_tire_inflation_cold_kpa,c_wet_brake_tire_inflation_hot_kpa,c_wet_brake_vehicle_load_kg,c_wet_brake_rim_description,c_wet_brake_wind_speed_range,c_wet_brake_vehicle_speed_max_kmh,c_wet_brake_vehicle_speed_min_kmh,c_wet_brake_test_procedure,c_wet_brake_tire_class_ec_code,r_wetbrk_avg_braking_distance_m,r_wet_brake_braking_evolution_pc,r_wet_brake_standard_deviation_braking_distance_m,r_wet_brake_avg_deceleration_g,r_wet_brake_variation_coefficient_braking_pc,c_wet_brake_wind_speed_min,c_wet_brake_wind_speed_max
4426,VH047300,2020R01166-00,BRK,ACCBRK,6,1,5/25/2020,5/25/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,18.7,16.7,0.567,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 3.9 max: 16.7,50,20,ABS,,17.47285714,,0.165601357,-0.472821552,0.009477635,3.9,16.7
4427,VH047400,2020R01166-00,BRK,ACCBRK,8,1,5/25/2020,5/25/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,19.1,16.6,0.51,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 3.9 max: 16.7,50,20,ABS,,17.02428571,,0.153281565,-0.485279886,0.0090037,3.9,16.7
4428,VH047500,2020R01167-00,BRK,ACCBRK,3,1,5/26/2020,5/26/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,22.1,20.3,0.352,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 5.7 max: 16.4,50,20,ABS,,19.094,,0.120747671,-0.43267746,0.006323854,5.7,16.4
4429,VH047600,2020R01167-00,BRK,ACCBRK,5,1,5/26/2020,5/26/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,22.9,19.5,0.308,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 5.7 max: 16.4,50,20,ABS,,18.846,,0.162111073,-0.438371189,0.008601882,5.7,16.4
4430,VH047700,2020R01167-00,BRK,ACCBRK,6,1,5/26/2020,5/26/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,22.7,19.2,0.299,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 5.7 max: 16.4,50,20,ABS,,19.53,,0.192873015,-0.423018096,0.00987573,5.7,16.4
4431,VH047800,2020R01167-00,BRK,ACCBRK,8,1,5/26/2020,5/26/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,22.3,18.8,0.348,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 5.7 max: 16.4,50,20,ABS,,18.352,,0.093112835,-0.450171285,0.005073716,5.7,16.4
4432,VH047900,2020R01404-00,BRK,ACCBRK,3,1,5/28/2020,5/28/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,21.2,20.7,0.338,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.3 max: 17.0,50,20,ABS,,18.148,,0.143422453,-0.455231619,0.007902934,6.3,17.0
4433,VH048000,2020R01404-00,BRK,ACCBRK,5,1,5/28/2020,5/28/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,21.1,19.7,0.305,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.3 max: 17.0,50,20,ABS,,17.64,,0.168325082,-0.468341464,0.009542238,6.3,17.0
4434,VH048100,2020R01404-00,BRK,ACCBRK,6,1,5/28/2020,5/28/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,21.0,19.3,0.323,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.3 max: 17.0,50,20,ABS,,18.464,,0.34739027,-0.44744061,0.018814464,6.3,17.0
4435,VH048200,2020R01404-00,BRK,ACCBRK,8,1,5/28/2020,5/28/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,20.6,17.7,0.3,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.3 max: 17.0,50,20,ABS,,18.72857143,,0.212871524,-0.441119786,0.011366138,6.3,17.0
4436,VH048300,2020R01917-00,BRK,ACCBRK,3,1,5/29/2020,5/29/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,21.0,21.0,0.366,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 7.3 max: 15.6,50,20,ABS,,20.5,,0.339411255,-0.403002118,0.016556647,7.3,15.6
4437,VH048400,2020R01917-00,BRK,ACCBRK,5,1,5/29/2020,5/29/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,21.3,20.2,0.348,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 7.3 max: 15.6,50,20,ABS,,19.728,,0.177115781,-0.418772477,0.008977888,7.3,15.6
4438,VH048500,2020R01917-00,BRK,ACCBRK,6,1,5/29/2020,5/29/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,20.9,19.6,0.335,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 7.3 max: 15.6,50,20,ABS,,20.404,,0.172133669,-0.404898227,0.008436271,7.3,15.6
4439,VH048600,2020R01917-00,BRK,ACCBRK,8,1,5/29/2020,5/29/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,21.3,19.2,0.313,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 7.3 max: 15.6,50,20,ABS,,21.11142857,,0.241138174,-0.391330383,0.011422163,7.3,15.6
4440,VH048700,2020R01403-00,BRK,ACCBRK,3,1,5/27/2020,5/27/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,23.4,21.0,0.405,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 2.9 max: 12.7,50,20,ABS,,13.214,,0.095551033,-0.625211399,0.007231045,2.9,12.7
4441,VH048800,2020R01403-00,BRK,ACCBRK,5,1,5/27/2020,5/27/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,24.0,20.1,0.352,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 2.9 max: 12.7,50,20,ABS,,13.62,,0.199332219,-0.606574407,0.014635258,2.9,12.7
4442,VH048900,2020R01403-00,BRK,ACCBRK,6,1,5/27/2020,5/27/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,23.6,19.5,0.398,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 2.9 max: 12.7,50,20,ABS,,13.21428571,,0.176527348,-0.625197881,0.013358826,2.9,12.7
4443,VH049000,2020R01403-00,BRK,ACCBRK,8,1,5/27/2020,5/27/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,23.3,18.0,0.365,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 2.9 max: 12.7,50,20,ABS,,13.994,,0.105023807,-0.590363257,0.007504917,2.9,12.7
4444,VH049200,2020R01625-01,BRK,ACCBRK,2,1,4/20/2020,4/20/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,11.8,12.4,0.486,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 11.7 max: 25.2,60,20,ABS,,28.6375,,0.270541784,-0.439599076,0.009447116,11.7,25.2
4445,VH049300,2020R01625-01,BRK,ACCBRK,4,1,4/20/2020,4/20/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,13.9,13.1,0.462,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 11.7 max: 25.2,60,20,ABS,,27.99142857,,0.476635031,-0.449745483,0.017027892,11.7,25.2
4446,VH049400,2020R01625-01,BRK,ACCBRK,5,1,4/20/2020,4/20/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,15.4,13.9,0.379,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 11.7 max: 25.2,60,20,ABS,,28.28888889,,0.457778452,-0.445016367,0.01618227,11.7,25.2
4447,VH049500,2020R01724-00,BRK,ACCBRK,2,1,5/6/2020,5/6/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,15.7,18.6,0.294,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 3.5 max: 10.7,60,20,ABS,,28.5425,,0.420127532,-0.441062225,0.014719367,3.5,10.7
4448,VH049600,2020R01724-00,BRK,ACCBRK,3,1,5/6/2020,5/6/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,16.2,17.2,0.289,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 3.5 max: 10.7,60,20,ABS,,28.57714286,,0.312874537,-0.440527544,0.010948419,3.5,10.7
4449,VH049700,2020R01724-00,BRK,ACCBRK,5,1,5/6/2020,5/6/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,17.1,15.9,0.305,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 3.5 max: 10.7,60,20,ABS,,26.92166667,,0.169636867,-0.467616612,0.006301128,3.5,10.7
4450,VH049800,2020R01724-00,BRK,ACCBRK,6,1,5/6/2020,5/6/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,16.4,15.7,0.307,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 3.5 max: 10.7,60,20,ABS,,26.28857143,,0.2434768,-0.478878002,0.009261698,3.5,10.7
4451,VH049900,2020R01724-00,BRK,ACCBRK,8,1,5/6/2020,5/6/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,16.7,15.0,0.286,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 3.5 max: 10.7,60,20,ABS,,28.5325,,0.412613621,-0.441216807,0.01446118,3.5,10.7
4452,VH050000,2020R02186-00,BRK,ACCBRK,1,1,6/11/2020,6/11/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,14.7,15.6,0.825,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.4 max: 9.4,60,20,ABS,,28.37714286,,0.446904698,-0.443632349,0.015748756,2.4,9.4
4453,VH050000,2020R02186-00,BRK,ACCBRK,3,1,6/11/2020,6/11/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,17.4,15.9,0.687,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.4 max: 9.4,60,20,ABS,,28.50125,-0.004373498,0.340857637,-0.441700576,0.011959393,2.4,9.4
4454,VH050000,2020R02186-00,BRK,ACCBRK,6,1,6/11/2020,6/11/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,18.1,16.4,0.55,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.4 max: 9.4,60,20,ABS,,28.67666667,-0.006154711,0.301109061,-0.438998671,0.010500142,2.4,9.4
4455,VH050100,2020R02186-00,BRK,ACCBRK,2,1,6/11/2020,6/11/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,16.7,15.9,0.71,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.4 max: 9.4,60,20,ABS,,26.65285714,,0.251907012,-0.472332797,0.009451407,2.4,9.4
4456,VH050200,2020R02186-00,BRK,ACCBRK,4,1,6/11/2020,6/11/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,17.4,15.9,0.676,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.4 max: 9.4,60,20,ABS,,26.80166667,,0.38316663,-0.469710287,0.014296373,2.4,9.4
4457,VH050400,2020R02186-00,BRK,ACCBRK,5,1,6/11/2020,6/11/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,18.1,16.1,0.64,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.4 max: 9.4,60,20,ABS,,27.17833333,,0.349995238,-0.463200535,0.01287773,2.4,9.4
4458,VH050900,2020R02138-00,BRK,ACCBRK,3,1,6/12/2020,6/12/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,18.0,16.5,0.726,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 4.1 max: 11.2,60,20,ABS,,27.40857143,,0.299412122,-0.459309548,0.010924032,4.1,11.2
4459,VH051000,2020R02439-00,BRK,ACCBRK,2,1,6/29/2020,6/29/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,14.9,21.2,0.896,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.2 max: 10.0,60,20,ABS,,29.00285714,,0.415841087,-0.434061323,0.014337935,2.2,10.0
4460,VH051100,2020R02439-00,BRK,ACCBRK,4,1,6/29/2020,6/29/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,15.1,20.5,0.904,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.2 max: 10.0,60,20,ABS,,28.93666667,,0.20373185,-0.435054206,0.007040612,2.2,10.0
4461,VH051200,2020R02439-00,BRK,ACCBRK,5,1,6/29/2020,6/29/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,16.9,21.4,0.843,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.2 max: 10.0,60,20,ABS,,29.87666667,,0.343957362,-0.421366235,0.011512575,2.2,10.0
4462,VH051300,2020R02439-00,BRK,ACCBRK,7,1,6/29/2020,6/29/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,17.1,22.6,0.695,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.2 max: 10.0,60,20,ABS,,27.66375,,0.437360182,-0.455072741,0.015809866,2.2,10.0
4463,VH051500,2020R02439-00,BRK,ACCBRK,8,1,6/29/2020,6/29/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,19.3,24.5,0.627,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.2 max: 10.0,60,20,ABS,,27.43857143,,0.500880178,-0.458807361,0.018254601,2.2,10.0
4464,VH051600,2020R03558-00,BRK,ACCBRK,2,1,8/21/2020,8/21/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,23.8,24.6,0.631,CONCRETE,,WET,cloudy,900.0,,7500,9x22.5,min: 2.3 max: 6.8,60,20,ABS,,29.50285714,,0.671161041,-0.426705064,0.022749018,2.3,6.8
4465,VH051700,2020R03558-00,BRK,ACCBRK,3,1,8/21/2020,8/21/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,23.8,23.8,0.647,CONCRETE,,WET,cloudy,900.0,,7500,9x22.5,min: 2.3 max: 6.8,60,20,ABS,,31.23857143,,0.449051911,-0.402995975,0.014374918,2.3,6.8
4466,VH051800,2020R03558-00,BRK,ACCBRK,5,1,8/21/2020,8/21/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,25.0,24.0,0.591,CONCRETE,,WET,cloudy,900.0,,7500,9x22.5,min: 2.3 max: 6.8,60,20,ABS,,29.09714286,,0.400903741,-0.432654801,0.013778114,2.3,6.8
4467,VH051900,2020R03558-00,BRK,ACCBRK,6,1,8/21/2020,8/21/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,26.0,24.5,0.54,CONCRETE,,WET,cloudy,900.0,,7500,9x22.5,min: 2.3 max: 6.8,60,20,ABS,,29.65714286,,0.385214844,-0.424485211,0.01298894,2.3,6.8
4468,VH052000,2020R03559-00,BRK,ACCBRK,2,1,8/20/2020,8/20/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,20.5,22.9,0.906,CONCRETE,,WET,"cloudy, sunny",900.0,,7500,9x22.5,min: 4.1 max: 9.8,60,20,ABS,,32.0,,0.500699511,-0.39340683,0.01564686,4.1,9.8
4469,VH052100,2020R03559-00,BRK,ACCBRK,4,1,8/20/2020,8/20/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,24.5,24.0,0.678,CONCRETE,,WET,"cloudy, sunny",900.0,,7500,9x22.5,min: 4.1 max: 9.8,60,20,ABS,,31.55,,0.46151923,-0.399018021,0.014628185,4.1,9.8
4470,VH052200,2020R03559-00,BRK,ACCBRK,5,1,8/20/2020,8/20/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,25.9,24.7,0.59,CONCRETE,,WET,"cloudy, sunny",900.0,,7500,9x22.5,min: 4.1 max: 9.8,60,20,ABS,,31.415,,0.568305753,-0.400732725,0.018090267,4.1,9.8
4471,VH052300,2020R03863-00,BRK,ACCBRK,2,1,9/4/2020,9/4/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Leroy J.,17.1,17.0,0.783,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 1.5 max: 5.4,50,20,ABS,,20.12,,0.241039416,-0.41061349,0.01198009,1.5,5.4
4472,VH052400,2020R03863-00,BRK,ACCBRK,3,1,9/4/2020,9/4/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Leroy J.,17.2,17.0,0.786,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 1.5 max: 5.4,50,20,ABS,,21.227,,0.354966352,-0.389199766,0.016722398,1.5,5.4
4473,VH052500,2020R03863-00,BRK,ACCBRK,5,1,9/4/2020,9/4/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Leroy J.,18.8,17.4,0.679,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 1.5 max: 5.4,50,20,ABS,,20.63,,0.172336879,-0.400462599,0.008353702,1.5,5.4
4474,VH052600,2020R03863-00,BRK,ACCBRK,7,1,9/4/2020,9/4/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Leroy J.,19.3,17.5,0.67,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 1.5 max: 5.4,50,20,ABS,,21.06428571,,0.221875126,-0.392206198,0.010533238,1.5,5.4
4475,VH052700,2020R03863-00,BRK,ACCBRK,8,1,9/4/2020,9/4/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Leroy J.,19.8,17.7,0.673,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 1.5 max: 5.4,50,20,ABS,,20.588,,0.17796067,-0.401279552,0.008643903,1.5,5.4
4476,VH053400,2020R04550-00,BRK,ACCBRK,2,1,9/30/2020,9/30/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,14.2,15.0,0.999,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 5.5 max: 8.9,60,20,ABS,,30.45875,,0.508876564,-0.413313696,0.016707073,5.5,8.9
4477,VH053500,2020R04550-00,BRK,ACCBRK,3,1,9/30/2020,9/30/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,14.5,15.1,0.999,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 5.5 max: 8.9,60,20,ABS,,31.64142857,,0.442132279,-0.39786505,0.013973209,5.5,8.9
4478,VH053600,2020R04550-00,BRK,ACCBRK,4,1,9/30/2020,9/30/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Gross M,14.5,15.2,0.999,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 5.5 max: 8.9,60,20,ABS,,31.2425,,0.420874939,-0.4029453,0.013471231,5.5,8.9
4479,VL231740,2020R01625-01,BRK,ACCBRK,1,1,4/20/2020,4/20/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,11.2,13.5,0.523,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 11.7 max: 25.2,60,20,ABS,,28.56125,,0.370961588,-0.440772675,0.012988283,11.7,25.2
4480,VL231740,2020R01625-01,BRK,ACCBRK,3,1,4/20/2020,4/20/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,12.9,12.7,0.463,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 11.7 max: 25.2,60,20,ABS,,28.44428571,0.004095211,0.219306266,-0.442585153,0.007710029,11.7,25.2
4481,VL231740,2020R01625-01,BRK,ACCBRK,6,1,4/20/2020,4/20/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,15.8,14.3,0.337,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 11.7 max: 25.2,60,20,ABS,,28.38285714,0.00215966,0.311646931,-0.443543033,0.010980111,11.7,25.2
4482,VL231740,2020R02439-00,BRK,ACCBRK,1,1,6/29/2020,6/29/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,13.9,19.5,0.96,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.2 max: 10.0,60,20,ABS,,28.84714286,,0.578149758,-0.436404347,0.020041838,2.2,10.0
4483,VL231740,2020R02439-00,BRK,ACCBRK,3,1,6/29/2020,6/29/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,14.9,20.7,0.923,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.2 max: 10.0,60,20,ABS,,28.45666667,0.013536045,0.230795725,-0.442392593,0.008110427,2.2,10.0
4484,VL231740,2020R02439-00,BRK,ACCBRK,6,1,6/29/2020,6/29/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,17.5,22.4,0.739,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.2 max: 10.0,60,20,ABS,,27.67571429,0.027443567,0.243574571,-0.454876012,0.008801022,2.2,10.0
4485,VL231740,2020R02439-00,BRK,ACCBRK,9,1,6/29/2020,6/29/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,18.2,23.4,0.621,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 2.2 max: 10.0,60,20,ABS,,27.75375,-0.002819633,0.40676204,-0.453597029,0.014656111,2.2,10.0
4486,VL237210,2020R00107-00,BRK,ACCBRK,1,1,1/17/2020,1/17/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,5.9,2.2,0.905,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 5.7 max: 7.5,60,20,ABS,,31.29142857,,0.334735148,-0.402315239,0.010697343,5.7,7.5
4487,VL237210,2020R00107-00,BRK,ACCBRK,1,2,1/16/2020,1/16/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,10.8,6.5,0.773,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.1 max: 8.3,60,20,ABS,,29.77666667,,0.340450682,-0.422781324,0.011433472,6.1,8.3
4488,VL237210,2020R00107-00,BRK,ACCBRK,1,3,1/22/2020,1/22/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,2.5,5.0,0.714,LO MU ASPH,,WET,sunny,900.0,,7500,VEHI,min: 2.9 max: 7.9,60,20,ABS,,31.05166667,,0.348793157,-0.40542167,0.011232671,2.9,7.9
4489,VL237210,2020R00107-00,BRK,ACCBRK,1,4,1/23/2020,1/23/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,0.9,3.7,0.974,HI MU ASPH,,WET,cloudy,900.0,,7500,VEHI,min: 5.6 max: 9.4,60,20,ABS,,22.26714286,,0.239145304,-0.565362994,0.010739829,5.6,9.4
4490,VL237210,2020R00107-00,BRK,ACCBRK,3,2,1/16/2020,1/16/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,11.4,6.0,0.753,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.1 max: 8.3,60,20,ABS,,29.824,-0.001589592,0.29159904,-0.422110332,0.009777328,6.1,8.3
4491,VL237210,2020R00107-00,BRK,ACCBRK,3,4,1/23/2020,1/23/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,1.2,3.8,0.976,HI MU ASPH,,WET,cloudy,900.0,,7500,VEHI,min: 5.6 max: 9.4,60,20,ABS,,22.474,-0.009289817,0.173579953,-0.560159231,0.00772359,5.6,9.4
4492,VL237210,2020R00107-00,BRK,ACCBRK,4,1,1/17/2020,1/17/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,6.5,3.3,0.88,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 5.7 max: 7.5,60,20,ABS,,31.67333333,-0.012204767,0.427348414,-0.397464278,0.013492373,5.7,7.5
4493,VL237210,2020R00107-00,BRK,ACCBRK,4,3,1/22/2020,1/22/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,4.8,6.9,0.576,LO MU ASPH,,WET,sunny,900.0,,7500,VEHI,min: 2.9 max: 7.9,60,20,ABS,,31.45428571,-0.012966142,0.197809432,-0.400232218,0.006288791,2.9,7.9
4494,VL237210,2020R00107-00,BRK,ACCBRK,6,3,1/22/2020,1/22/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,5.4,6.1,0.528,LO MU ASPH,,WET,sunny,900.0,,7500,VEHI,min: 2.9 max: 7.9,60,20,ABS,,31.556,-0.003233683,0.314769757,-0.398942152,0.009974957,2.9,7.9
4495,VL237210,2020R00107-00,BRK,ACCBRK,6,4,1/23/2020,1/23/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,1.4,3.9,0.962,HI MU ASPH,,WET,cloudy,900.0,,7500,VEHI,min: 5.6 max: 9.4,60,20,ABS,,22.63285714,-0.007068409,0.436490332,-0.556227544,0.019285693,5.6,9.4
4496,VL238700,2019R07129-00,BRK,ACCBRK,1,1,1/13/2020,1/13/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,5.1,2.8,0.999,CONCRETE,,WET,rainny,900.0,,7500,VEHI,min: 8.2 max: 12.8,60,20,ABS,,29.407,,0.498732839,-0.428095982,0.016959664,8.2,12.8
4497,VL238700,2019R07129-00,BRK,ACCBRK,5,1,1/13/2020,1/13/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,5.9,3.6,0.98,CONCRETE,,WET,rainny,900.0,,7500,VEHI,min: 8.2 max: 12.8,60,20,ABS,,29.70571429,-0.010157976,0.264314027,-0.423791141,0.00889775,8.2,12.8
4498,VL238700,2019R07129-00,BRK,ACCBRK,8,1,1/13/2020,1/13/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,6.3,3.9,0.913,CONCRETE,,WET,humid,900.0,,7500,VEHI,min: 8.2 max: 12.8,60,20,ABS,,29.98857143,-0.009521938,0.43617384,-0.419793873,0.014544669,8.2,12.8
4499,VL238700,2020R01724-00,BRK,ACCBRK,1,1,5/6/2020,5/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,15.4,23.8,0.298,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 3.5 max: 10.7,60,20,ABS,,29.32428571,,0.442110738,-0.429303502,0.015076607,3.5,10.7
