,m_construction_number,m_wetbrk_test_number,m_wetbrk_test_type,m_wetbrk_test_name,m_wetbrk_test_step_number,m_wetbrk_test_session_number,m_wet_brake_test_start_date,m_wet_brake_test_end_date,m_wet_brake_test_location,m_wet_brake_control_reference_flag,c_wet_brake_vehicle_manufacturer,c_wet_brake_driver_name,c_wet_brake_ambient_temp_0c,c_wet_brake_surface_temp_0c,c_wet_brake_humidity_level_pc,c_wet_brake_surface_type,c_wet_brake_surface_condition,c_wet_brake_surface_status,c_wet_brake_weather_condition,c_wet_brake_tire_inflation_cold_kpa,c_wet_brake_tire_inflation_hot_kpa,c_wet_brake_vehicle_load_kg,c_wet_brake_rim_description,c_wet_brake_wind_speed_range,c_wet_brake_vehicle_speed_max_kmh,c_wet_brake_vehicle_speed_min_kmh,c_wet_brake_test_procedure,c_wet_brake_tire_class_ec_code,r_wetbrk_avg_braking_distance_m,r_wet_brake_braking_evolution_pc,r_wet_brake_standard_deviation_braking_distance_m,r_wet_brake_avg_deceleration_g,r_wet_brake_variation_coefficient_braking_pc,c_wet_brake_wind_speed_min,c_wet_brake_wind_speed_max
4500,VL238700,2020R01724-00,BRK,ACCBRK,4,1,5/6/2020,5/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,16.7,16.4,0.304,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 3.5 max: 10.7,60,20,ABS,,29.485,-0.005480614,0.406780039,-0.426963492,0.013796169,3.5,10.7
4501,VL238700,2020R01724-00,BRK,ACCBRK,7,1,5/6/2020,5/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,16.9,15.1,0.286,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 3.5 max: 10.7,60,20,ABS,,29.17571429,0.010489609,0.515650306,-0.431489643,0.017673957,3.5,10.7
4502,VL238700,2020R01724-00,BRK,ACCBRK,9,1,5/6/2020,5/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,16.8,14.8,0.263,CONCRETE,,WET,sunny,900.0,,7500,9 x 22.5,min: 3.5 max: 10.7,60,20,ABS,,28.88,0.010135667,0.408931535,-0.435907845,0.014159679,3.5,10.7
4503,VL238700,2020R02138-00,BRK,ACCBRK,1,1,6/12/2020,6/12/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,17.3,16.1,0.772,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 4.1 max: 11.2,60,20,ABS,,28.64142857,,0.276250404,-0.439538779,0.009645134,4.1,11.2
4504,VL238700,2020R02138-00,BRK,ACCBRK,4,1,6/12/2020,6/12/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,19.9,16.6,0.676,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 4.1 max: 11.2,60,20,ABS,,28.80142857,-0.005586308,0.215517097,-0.437097018,0.007482861,4.1,11.2
4505,VL260300,2020R02777-00,BRK,ACCBRK,1,1,7/27/2020,7/27/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Marco Metzger,17.6,21.9,0.718,CONCRETE,,WET,Sunny,900.0,,7500,9.00x22.5,min: 3.7 max: 5.5,60,20,ABS,,31.96454545,,0.462155031,-0.39384319,0.014458364,3.7,5.5
4506,VL260300,2020R02777-00,BRK,ACCBRK,3,1,7/27/2020,7/27/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1854,Marco Metzger,20.9,23.2,0.569,CONCRETE,,WET,Sunny,900.0,,7500,9.00x22.5,min: 3.7 max: 5.5,60,20,ABS,,33.112,-0.035897688,1.089921506,-0.380195052,0.032916209,3.7,5.5
4507,VL260300,2020R03863-00,BRK,ACCBRK,1,1,9/4/2020,9/4/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Leroy J.,17.0,17.0,0.789,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 1.5 max: 5.4,50,20,ABS,,21.30142857,,0.285098145,-0.387839876,0.013383992,1.5,5.4
4508,VL260300,2020R03863-00,BRK,ACCBRK,4,1,9/4/2020,9/4/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Leroy J.,18.4,17.2,0.72,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 1.5 max: 5.4,50,20,ABS,,21.73142857,-0.020186455,0.222443144,-0.380165685,0.010236011,1.5,5.4
4509,VL260300,2020R03863-00,BRK,ACCBRK,6,1,9/4/2020,9/4/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Leroy J.,19.0,17.4,0.675,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 1.5 max: 5.4,50,20,ABS,,21.256,0.021877422,0.200823305,-0.388668772,0.009447841,1.5,5.4
4510,VL260300,2020R03863-00,BRK,ACCBRK,9,1,9/4/2020,9/4/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Leroy J.,20.6,18.0,0.645,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 1.5 max: 5.4,50,20,ABS,,21.62666667,-0.017438205,0.392920688,-0.382007248,0.018168343,1.5,5.4
4511,VL260400,2020R04550-00,BRK,ACCBRK,1,1,9/30/2020,9/30/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,14.2,14.8,0.999,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 5.5 max: 8.9,60,20,ABS,,30.69666667,,0.819715398,-0.41011028,0.026703727,5.5,8.9
4512,VL260400,2020R04550-00,BRK,ACCBRK,5,1,9/30/2020,9/30/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,14.7,15.4,0.999,CONCRETE,,WET,cloudy,900.0,,7500,VEHI,min: 5.5 max: 8.9,60,20,ABS,,30.857,-0.005223161,0.383378258,-0.407979342,0.012424353,5.5,8.9
4513,VL261600,2020R02138-00,BRK,ACCBRK,1,1,6/12/2020,6/12/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,17.3,16.1,0.772,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 4.1 max: 11.2,60,20,ABS,,28.64142857,,0.276250404,-0.439538779,0.009645134,4.1,11.2
4514,VL261600,2020R02138-00,BRK,ACCBRK,4,1,6/12/2020,6/12/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1854,Gross M,19.9,16.6,0.676,CONCRETE,,WET,cloudy,900.0,,7500,9 x 22.5,min: 4.1 max: 11.2,60,20,ABS,,28.80142857,-0.005586308,0.215517097,-0.437097018,0.007482861,4.1,11.2
4515,VL262700,2020R01028-00,BRK,ACCBRK,1,1,4/8/2020,4/8/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,20.8,14.8,0.384,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 4.3 max: 9.6,60,20,ABS,,34.41166667,,0.214328408,-0.365835769,0.006228365,4.3,9.6
4516,VL262700,2020R01028-00,BRK,ACCBRK,1,2,5/6/2020,5/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,11.0,10.9,0.486,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 7.5 max: 9.2,50,20,ABS,,21.56833333,,0.18126408,-0.383040418,0.008404176,7.5,9.2
4517,VL262700,2020R01028-00,BRK,ACCBRK,4,1,4/8/2020,4/8/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,22.6,15.6,0.262,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 4.3 max: 9.6,60,20,ABS,,35.506,-0.031801239,0.142758537,-0.354560315,0.004020688,4.3,9.6
4518,VL262700,2020R01028-00,BRK,ACCBRK,4,2,5/6/2020,5/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,12.8,12.6,0.388,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 7.5 max: 9.2,50,20,ABS,,21.09,0.022177538,0.228648201,-0.391727995,0.010841546,7.5,9.2
4519,VL262700,2020R02781-00,BRK,ACCBRK,1,1,7/23/2020,7/23/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,24.4,27.6,0.313,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 3.6 max: 5.4,50,20,ABS,,21.00666667,,0.291799018,-0.393281978,0.013890782,3.6,5.4
4520,VL262700,2020R02781-00,BRK,ACCBRK,4,1,7/23/2020,7/23/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,24.6,24.8,0.345,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 3.6 max: 5.4,50,20,ABS,,21.39571429,-0.018520198,0.312188893,-0.38613076,0.014591188,3.6,5.4
4521,VL262800,2020R01027-00,BRK,ACCBRK,1,1,4/8/2020,4/8/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,13.5,11.4,0.658,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 2.1 max: 5.2,60,20,ABS,,27.45833333,,0.247500842,-0.458477155,0.009013688,2.1,5.2
4522,VL262800,2020R01027-00,BRK,ACCBRK,1,2,5/6/2020,5/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,4.6,8.3,0.748,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 3.4 max: 12.6,50,20,ABS,,18.13444444,,0.24980548,-0.455571906,0.013775193,3.4,12.6
4523,VL262800,2020R01027-00,BRK,ACCBRK,2,1,4/8/2020,4/8/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,14.6,12.2,0.603,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 2.1 max: 5.2,60,20,ABS,,26.934,,0.196672316,-0.467402486,0.007302009,2.1,5.2
4524,VL262800,2020R01027-00,BRK,ACCBRK,2,2,5/6/2020,5/6/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,7.1,8.9,0.672,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 3.4 max: 12.6,50,20,ABS,,17.234,,0.130690474,-0.479374691,0.007583293,3.4,12.6
4525,VL262800,2020R01027-00,BRK,ACCBRK,3,1,4/8/2020,4/8/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,15.7,12.6,0.586,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 2.1 max: 5.2,60,20,ABS,,26.33333333,,0.241716087,-0.478063996,0.009179092,2.1,5.2
4526,VL262800,2020R01027-00,BRK,ACCBRK,3,2,5/6/2020,5/6/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,8.0,9.5,0.618,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 3.4 max: 12.6,50,20,ABS,,17.10857143,,0.22660013,-0.482889145,0.013244831,3.4,12.6
4527,VL262800,2020R01027-00,BRK,ACCBRK,4,1,4/8/2020,4/8/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,17.4,13.1,0.548,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 2.1 max: 5.2,60,20,ABS,,27.43833333,0.000728393,0.235237469,-0.458811342,0.008573315,2.1,5.2
4528,VL262800,2020R01027-00,BRK,ACCBRK,4,2,5/6/2020,5/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,9.0,10.0,0.577,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 3.4 max: 12.6,50,20,ABS,,18.22333333,-0.004901621,0.165126214,-0.45334974,0.009061252,3.4,12.6
4529,VL262800,2020R01166-00,BRK,ACCBRK,1,1,5/25/2020,5/25/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,18.4,17.9,0.53,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 3.9 max: 16.7,50,20,ABS,,16.494,,0.158524446,-0.50088174,0.009611037,3.9,16.7
4530,VL262800,2020R01166-00,BRK,ACCBRK,10,1,5/25/2020,5/25/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,19.0,15.6,0.524,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 3.9 max: 16.7,50,20,ABS,,16.82,-0.022741127,0.192353841,-0.491173806,0.011436019,3.9,16.7
4531,VL262800,2020R01166-00,BRK,ACCBRK,4,1,5/25/2020,5/25/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,18.3,17.0,0.581,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 3.9 max: 16.7,50,20,ABS,,16.432,0.003758959,0.080746517,-0.50277163,0.00491398,3.9,16.7
4532,VL262800,2020R01166-00,BRK,ACCBRK,7,1,5/25/2020,5/25/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,19.1,16.5,0.536,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 3.9 max: 16.7,50,20,ABS,,16.446,-0.000851992,0.119707978,-0.502343635,0.007278851,3.9,16.7
4533,VL262800,2020R01167-00,BRK,ACCBRK,1,1,5/26/2020,5/26/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,22.2,22.1,0.357,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 5.7 max: 16.4,50,20,ABS,,17.38142857,,0.14040757,-0.475308654,0.008078022,5.7,16.4
4534,VL262800,2020R01167-00,BRK,ACCBRK,10,1,5/26/2020,5/26/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,21.5,17.3,0.355,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 5.7 max: 16.4,50,20,ABS,,17.428,0.001832737,0.12255611,-0.474038526,0.007032138,5.7,16.4
4535,VL262800,2020R01167-00,BRK,ACCBRK,4,1,5/26/2020,5/26/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,22.6,19.6,0.341,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 5.7 max: 16.4,50,20,ABS,,17.358,0.001347873,0.143596657,-0.475950191,0.00827265,5.7,16.4
4536,VL262800,2020R01167-00,BRK,ACCBRK,7,1,5/26/2020,5/26/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,22.7,19.2,0.343,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 5.7 max: 16.4,50,20,ABS,,17.46,-0.005876212,0.145430396,-0.473169726,0.008329347,5.7,16.4
4537,VL262800,2020R01403-00,BRK,ACCBRK,1,1,5/27/2020,5/27/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,22.8,23.3,0.362,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 2.9 max: 12.7,50,20,ABS,,17.81714286,,0.22757521,-0.463685086,0.012772823,2.9,12.7
4538,VL262800,2020R01403-00,BRK,ACCBRK,10,1,5/27/2020,5/27/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,23.2,17.3,0.392,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 2.9 max: 12.7,50,20,ABS,,17.66857143,-0.010787868,0.234053311,-0.46758412,0.013246872,2.9,12.7
4539,VL262800,2020R01403-00,BRK,ACCBRK,4,1,5/27/2020,5/27/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,24.4,20.5,0.364,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 2.9 max: 12.7,50,20,ABS,,17.3,0.029025039,0.095655632,-0.477545863,0.005529227,2.9,12.7
4540,VL262800,2020R01403-00,BRK,ACCBRK,7,1,5/27/2020,5/27/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,23.8,18.5,0.394,CONCRETE,,WET,sunny/cloudy,900.0,,7500,VEHI,min: 2.9 max: 12.7,50,20,ABS,,17.48,-0.010404642,0.154596248,-0.472628342,0.008844179,2.9,12.7
4541,VL262800,2020R01404-00,BRK,ACCBRK,1,1,5/28/2020,5/28/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,21.2,22.3,0.322,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.3 max: 17.0,50,20,ABS,,17.546,,0.07436397,-0.470850531,0.004238229,6.3,17.0
4542,VL262800,2020R01404-00,BRK,ACCBRK,10,1,5/28/2020,5/28/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,19.8,16.3,0.297,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.3 max: 17.0,50,20,ABS,,18.00571429,-0.007594492,0.219154218,-0.458828975,0.01217137,6.3,17.0
4543,VL262800,2020R01404-00,BRK,ACCBRK,4,1,5/28/2020,5/28/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,21.1,20.0,0.331,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.3 max: 17.0,50,20,ABS,,18.08,-0.03043431,0.179443584,-0.456943773,0.009924977,6.3,17.0
4544,VL262800,2020R01404-00,BRK,ACCBRK,7,1,5/28/2020,5/28/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,20.9,18.9,0.301,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.3 max: 17.0,50,20,ABS,,17.87,0.011614994,0.166583312,-0.462313566,0.009321954,6.3,17.0
4545,VL262800,2020R01917-00,BRK,ACCBRK,1,1,5/29/2020,5/29/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,20.0,25.6,0.351,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 7.3 max: 15.6,50,20,ABS,,18.42,,0.218936825,-0.448509415,0.011885821,7.3,15.6
4546,VL262800,2020R01917-00,BRK,ACCBRK,10,1,5/29/2020,5/29/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,21.0,18.6,0.311,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 7.3 max: 15.6,50,20,ABS,,18.84,0.004754366,0.233880311,-0.438510797,0.012414029,7.3,15.6
4547,VL262800,2020R01917-00,BRK,ACCBRK,4,1,5/29/2020,5/29/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,20.7,20.7,0.332,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 7.3 max: 15.6,50,20,ABS,,18.878,-0.024864288,0.160374562,-0.437628108,0.008495315,7.3,15.6
4548,VL262800,2020R01917-00,BRK,ACCBRK,7,1,5/29/2020,5/29/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,21.1,19.6,0.312,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 7.3 max: 15.6,50,20,ABS,,18.93,-0.002754531,0.20607442,-0.43642596,0.010886129,7.3,15.6
4549,VL262800,2020R02432-00,BRK,ACCBRK,1,1,7/23/2020,7/23/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,25.0,24.3,0.309,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 2.2 max: 4.6,50,20,ABS,,19.20714286,,0.227428691,-0.430128702,0.011840839,2.2,4.6
4550,VL262800,2020R02432-00,BRK,ACCBRK,2,1,7/23/2020,7/23/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,24.8,24.1,0.335,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 2.2 max: 4.6,50,20,ABS,,19.276,,0.17052859,-0.428592209,0.008846679,2.2,4.6
4551,VL262800,2020R02432-00,BRK,ACCBRK,3,1,7/23/2020,7/23/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,24.7,24.0,0.321,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 2.2 max: 4.6,50,20,ABS,,18.836,,0.171260036,-0.438603919,0.009092166,2.2,4.6
4552,VL262800,2020R02432-00,BRK,ACCBRK,4,1,7/23/2020,7/23/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Leroy J.,24.9,23.6,0.323,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 2.2 max: 4.6,50,20,ABS,,18.89,0.016511794,0.351330803,-0.437350102,0.018598772,2.2,4.6
4553,VL264400,2020R00107-00,BRK,ACCBRK,2,2,1/16/2020,1/16/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,11.6,6.3,0.745,CONCRETE,,WET,sunny,900.0,,7500,VEHI,min: 6.1 max: 8.3,60,20,ABS,,29.33428571,,0.380300633,-0.429157153,0.012964373,6.1,8.3
4554,VL264400,2020R00107-00,BRK,ACCBRK,2,3,1/22/2020,1/22/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,3.1,6.5,0.708,LO MU ASPH,,WET,sunny,900.0,,7500,VEHI,min: 2.9 max: 7.9,60,20,ABS,,30.346,,0.320982866,-0.414849356,0.010577436,2.9,7.9
4555,VL264400,2020R00107-00,BRK,ACCBRK,2,4,1/23/2020,1/23/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Leroy J.,1.1,3.8,0.973,HI MU ASPH,,WET,cloudy,900.0,,7500,VEHI,min: 5.6 max: 9.4,60,20,ABS,,22.41142857,,0.234693316,-0.561723163,0.010472037,5.6,9.4
4556,VL267400,2020R00191-00,BRK,ACCBRK,6,1,2/4/2020,2/4/2020,GIC*L SKID PAD,R,MERCEDES ACTROS 1851 L,Gross M,2.6,4.1,0.938,CONCRETE,,WET,"cloudy, rainy, partly sun",900.0,,7500,9 x 22.5,min: 2.4 max: 18.4,60,20,ABS,,27.00285714,,0.325664157,-0.466210612,0.012060359,2.4,18.4
4557,VL267400,2020R00191-00,BRK,ACCBRK,6,2,2/5/2020,2/5/2020,GIC*L SKID PAD,R,MERCEDES ACTROS 1851 L,Gross M,6.7,10.0,0.621,LO MU ASPH,,WET,"cloudy, sunny",900.0,,7500,9 x 22.5,min: 2.1 max: 9.6,60,20,ABS,,27.79333333,,0.094375138,-0.452951015,0.003395603,2.1,9.6
4558,VL267400,2020R00191-00,BRK,ACCBRK,7,4,2/6/2020,2/6/2020,GIC*L SKID PAD,R,MERCEDES ACTROS 1851 L,Gross M,5.4,6.8,0.767,HI MU ASPH,,WET,sunny,900.0,,7500,9 x 22.5,min: 2.5 max: 7.9,60,20,ABS,,23.69666667,,0.50882872,-0.531256937,0.021472586,2.5,7.9
4559,VL267800,2020R00191-00,BRK,ACCBRK,1,1,2/4/2020,2/4/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,3.7,1.8,0.83,CONCRETE,,WET,"cloudy, rainy, partly sun",900.0,,7500,9 x 22.5,min: 2.4 max: 18.4,60,20,ABS,,27.02714286,,0.250180887,-0.46579169,0.009256653,2.4,18.4
4560,VL267800,2020R00191-00,BRK,ACCBRK,1,2,2/5/2020,2/5/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,4.6,4.0,0.735,LO MU ASPH,,WET,"cloudy, sunny",900.0,,7500,9 x 22.5,min: 2.1 max: 9.6,60,20,ABS,,27.41285714,,0.269240555,-0.45923774,0.009821689,2.1,9.6
4561,VL267800,2020R00191-00,BRK,ACCBRK,1,3,2/6/2020,2/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,2.8,7.9,0.993,HI MU ASPH,,WET,sunny,900.0,,7500,9 x 22.5,min: 2.5 max: 7.9,60,20,ABS,,23.65428571,,0.388409455,-0.53220878,0.016420257,2.5,7.9
4562,VL267800,2020R00191-00,BRK,ACCBRK,4,1,2/4/2020,2/4/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,4.0,4.0,0.846,CONCRETE,,WET,"cloudy, rainy, partly sun",900.0,,7500,9 x 22.5,min: 2.4 max: 18.4,60,20,ABS,,27.54166667,-0.019037252,0.410142252,-0.457089932,0.014891701,2.4,18.4
4563,VL267800,2020R00191-00,BRK,ACCBRK,4,2,2/5/2020,2/5/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,4.5,6.7,0.756,LO MU ASPH,,WET,"cloudy, sunny",900.0,,7500,9 x 22.5,min: 2.1 max: 9.6,60,20,ABS,,27.74,-0.011933915,0.300942962,-0.453821866,0.010848701,2.1,9.6
4564,VL267800,2020R00191-00,BRK,ACCBRK,4,3,2/6/2020,2/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,6.0,6.7,0.728,HI MU ASPH,,WET,sunny,900.0,,7500,9 x 22.5,min: 2.5 max: 7.9,60,20,ABS,,24.24428571,-0.024942633,0.315956597,-0.519257144,0.013032209,2.5,7.9
4565,VL267800,2020R00191-00,BRK,ACCBRK,5,4,2/6/2020,2/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,4.3,7.1,0.904,HI MU ASPH,,WET,sunny,900.0,,7500,9 x 22.5,min: 2.5 max: 7.9,60,20,ABS,,24.34571429,,0.456649287,-0.517093826,0.018756865,2.5,7.9
4566,VL267800,2020R00191-00,BRK,ACCBRK,7,1,2/4/2020,2/4/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,2.7,4.0,0.924,CONCRETE,,WET,"cloudy, rainy, partly sun",900.0,,7500,9 x 22.5,min: 2.4 max: 18.4,60,20,ABS,,27.33142857,0.007633434,0.343532074,-0.460605947,0.012569122,2.4,18.4
4567,VL267800,2020R00191-00,BRK,ACCBRK,7,2,2/5/2020,2/5/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,6.6,10.0,0.625,LO MU ASPH,,WET,"cloudy, sunny",900.0,,7500,9 x 22.5,min: 2.1 max: 9.6,60,20,ABS,,27.78,-0.001441994,0.305068298,-0.453168414,0.01098158,2.1,9.6
4568,VL267800,2020R00191-00,BRK,ACCBRK,8,4,2/6/2020,2/6/2020,GIC*L SKID PAD,C,MERCEDES ACTROS 1851 L,Gross M,6.0,6.7,0.728,HI MU ASPH,,WET,sunny,900.0,,7500,9 x 22.5,min: 2.5 max: 7.9,60,20,ABS,,24.41714286,-0.002933917,0.430105192,-0.515581148,0.017614886,2.5,7.9
4569,VL267900,2020R00191-00,BRK,ACCBRK,2,1,2/4/2020,2/4/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,3.9,3.1,0.827,CONCRETE,,WET,"cloudy, rainy, partly sun",900.0,,7500,9 x 22.5,min: 2.4 max: 18.4,60,20,ABS,,27.24428571,,0.245550887,-0.462079229,0.009012932,2.4,18.4
4570,VL267900,2020R00191-00,BRK,ACCBRK,2,2,2/5/2020,2/5/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,4.0,4.9,0.765,LO MU ASPH,,WET,"cloudy, sunny",900.0,,7500,9 x 22.5,min: 2.1 max: 9.6,60,20,ABS,,27.19714286,,0.399070348,-0.462880186,0.014673245,2.1,9.6
4571,VL267900,2020R00191-00,BRK,ACCBRK,2,3,2/6/2020,2/6/2020,GIC*L SKID PAD,,MERCEDES ACTROS 1851 L,Gross M,4.3,7.1,0.904,HI MU ASPH,,WET,sunny,900.0,,7500,9 x 22.5,min: 2.5 max: 7.9,60,20,ABS,,23.68714286,,0.412662666,-0.531470538,0.017421378,2.5,7.9
